A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,D
7,7,10,10,8,7,5,8,4,1,7,9,8,8,10,0,W
9,7,10,5,5,2,6,8,6,8,11,7,11,2,8,5,C
5,4,6,5,4,4,7,7,8,6,7,6,10,3,9,5,U
10,5,9,4,4,2,8,7,4,4,10,5,10,3,8,7,E
7,6,9,5,5,2,7,4,3,5,10,4,12,2,7,6,L
8,4,6,6,8,8,9,8,4,2,6,8,9,4,11,7,Y
8,3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,M
9,5,7,8,5,5,7,6,1,7,10,6,10,4,7,4,K
5,4,9,6,7,4,5,11,4,6,11,10,5,2,10,3,F
8,6,7,5,10,4,8,5,5,5,11,6,7,3,9,9,Z
7,5,10,7,7,3,6,4,1,10,8,2,11,0,7,3,L
8,1,1,2,1,0,8,4,2,0,7,1,8,2,7,1,A
7,2,5,4,4,2,7,2,2,2,6,2,8,2,7,2,A
9,3,6,5,9,4,11,3,2,6,8,2,6,1,8,6,Z
8,3,6,4,4,1,6,7,6,9,6,6,13,1,7,4,C
7,7,11,9,8,6,8,4,4,6,8,6,7,5,6,5,J
9,4,11,6,8,6,5,6,4,7,6,6,11,3,8,6,K
10,4,8,3,12,3,8,7,3,3,11,4,5,3,8,6,J
8,4,5,5,6,4,8,9,5,5,7,6,8,3,8,9,I
8,3,8,5,6,5,7,7,3,6,7,7,10,4,10,8,E
8,4,9,7,7,5,8,8,3,9,5,6,5,5,9,8,X
8,3,7,3,5,1,7,6,13,5,8,13,8,3,9,0,U
10,5,10,6,8,6,5,8,6,6,6,4,10,4,6,6,R
8,6,10,8,7,5,6,10,2,4,9,7,7,5,9,1,N
7,1,3,2,2,1,10,2,3,1,9,2,9,2,6,1,A
10,3,5,3,4,3,7,7,5,5,6,6,6,2,8,6,B
7,3,2,4,3,3,7,8,6,6,7,6,8,3,8,3,H
10,5,9,7,7,5,8,8,4,7,10,5,5,2,8,6,B
9,1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,B
5,8,10,7,6,3,8,10,5,5,5,10,7,4,11,3,V
8,6,10,8,8,4,8,7,4,8,11,5,7,2,8,5,S
9,3,5,5,4,3,8,8,3,5,10,5,6,3,7,5,B
9,3,2,4,3,3,5,7,4,7,7,6,10,6,8,4,K
8,2,4,4,3,2,7,7,2,7,10,6,8,1,9,5,S
8,8,10,8,5,5,8,6,3,5,10,6,7,7,11,5,H
10,7,12,7,6,5,9,6,4,7,11,5,8,4,8,9,Q
9,4,7,4,5,2,6,7,6,5,9,8,10,2,8,4,G
8,3,6,4,5,2,9,6,9,6,7,5,9,3,8,4,Q
5,4,6,4,4,2,5,12,3,6,12,9,5,2,11,1,T
9,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,L
7,5,6,6,5,6,7,9,5,8,7,7,8,3,10,7,T
8,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,A
8,6,13,5,8,3,8,3,3,5,12,4,12,2,7,6,L
7,1,5,1,4,1,8,7,1,7,7,6,7,0,8,3,I
7,3,7,5,5,2,6,3,2,8,7,2,7,1,6,2,L
8,9,14,6,8,4,7,6,5,6,8,3,8,6,8,6,O
8,7,11,8,6,3,9,7,2,4,13,5,8,6,8,0,N
8,4,7,6,10,9,7,12,4,0,9,7,6,5,10,6,P
8,3,9,4,7,4,8,7,7,5,7,6,7,2,8,8,S
4,5,8,5,6,3,7,10,2,9,11,9,5,1,11,3,T
8,4,6,7,8,1,6,10,3,2,8,13,8,1,11,0,Y
7,2,4,4,3,2,7,8,2,9,11,6,8,1,8,5,Z
7,6,8,8,6,7,7,10,6,5,6,6,8,5,6,7,G
8,4,7,4,5,2,4,11,3,3,9,11,7,2,10,1,V
8,3,2,5,4,2,7,12,2,3,7,11,9,2,10,1,V
7,11,13,9,7,4,5,9,5,6,3,3,12,6,12,2,N
11,9,13,7,8,5,8,7,5,5,9,4,9,7,5,7,R
9,2,6,3,4,2,7,8,8,7,10,6,11,2,11,4,C
11,5,9,7,8,8,8,8,6,3,7,6,9,8,11,9,G
8,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,X
8,2,6,2,4,1,7,8,14,1,7,5,8,3,8,0,H
5,2,4,3,2,1,6,11,2,7,11,9,5,1,10,2,T
8,2,5,3,4,2,7,8,5,9,6,6,9,2,9,7,Z
7,7,11,10,8,5,6,11,2,7,14,7,4,1,10,2,F
6,4,7,5,5,2,6,9,7,7,13,8,7,2,11,2,C
6,2,5,3,3,2,5,10,3,5,10,9,6,2,10,3,F
7,5,6,7,4,3,9,7,3,5,10,3,5,5,9,1,N
9,6,10,8,8,7,5,5,4,8,6,7,12,4,8,7,K
9,7,10,9,8,5,9,8,3,7,13,3,3,2,10,4,P
8,3,8,4,6,2,7,8,9,7,7,7,8,3,8,4,O
9,5,9,6,7,4,7,8,8,6,7,8,8,3,7,4,O
10,2,6,3,4,2,5,8,6,6,6,7,14,1,8,3,C
7,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,I
6,6,8,8,7,8,7,7,5,4,7,5,8,8,8,6,N
9,5,9,6,7,4,8,11,3,2,5,10,9,2,10,3,V
7,4,9,5,7,6,5,7,4,5,7,6,9,6,10,5,C
8,4,8,6,9,7,7,8,4,4,7,6,7,5,9,10,F
5,3,6,5,4,6,9,9,4,4,7,6,6,3,8,7,D
8,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,I
7,3,5,4,3,2,6,8,6,7,6,9,9,3,9,1,U
8,1,0,1,1,0,6,7,8,5,7,6,6,2,8,2,D
8,2,0,3,1,1,7,6,10,0,7,9,8,7,6,0,M
8,3,7,4,5,3,8,8,5,7,5,6,8,0,8,8,S
6,1,8,2,6,2,9,6,3,5,11,4,9,1,6,1,J
8,3,7,3,5,3,8,8,12,1,6,6,8,5,9,0,N
10,5,13,4,7,2,9,7,5,4,12,3,6,3,8,5,I
8,2,6,3,4,2,9,11,3,7,5,11,8,2,11,1,T
8,3,3,5,1,2,5,7,4,4,10,10,10,6,6,2,M
8,7,13,6,7,3,8,10,6,4,8,10,5,6,13,3,V
9,5,9,6,4,4,6,4,2,2,8,4,10,7,3,1,M
7,4,10,6,8,4,6,10,3,6,13,7,5,2,10,2,F
9,5,11,6,8,8,8,7,5,6,7,6,5,3,8,6,B
8,4,3,5,5,3,7,7,12,1,7,9,8,8,6,0,M
11,3,6,4,5,4,5,8,4,3,7,6,9,4,10,8,E
8,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,X
4,5,10,6,7,6,9,5,7,5,6,9,7,3,9,9,Y
8,2,6,2,4,1,15,3,3,5,12,1,8,0,8,0,J
8,5,6,8,9,10,8,8,4,2,7,8,9,6,12,8,Y
7,5,10,5,8,6,6,8,9,7,6,5,6,2,8,3,D
4,8,9,8,7,6,5,10,3,3,9,7,7,10,12,3,W
4,3,7,4,5,2,5,13,3,6,12,9,4,1,11,2,T
10,5,9,6,8,7,5,6,4,5,7,6,11,6,10,9,C
11,5,5,5,8,3,6,10,10,4,7,5,8,3,8,6,R
8,3,11,4,8,1,14,2,8,5,14,2,11,0,6,0,J
9,4,5,5,5,5,5,8,3,4,7,6,11,4,10,7,C
7,6,10,6,5,4,9,6,3,7,10,4,7,5,7,8,D
7,2,3,3,2,2,7,9,6,4,8,6,7,4,8,1,N
8,3,6,5,4,3,7,6,8,6,6,4,7,3,8,3,O
9,6,11,8,8,7,7,7,8,5,7,6,7,6,7,3,N
6,4,5,8,4,4,5,8,3,6,10,8,8,3,8,3,H
8,1,0,2,0,0,7,7,4,4,7,6,8,2,8,4,X
6,3,7,5,5,2,4,2,7,7,1,2,4,1,6,0,L
7,3,8,4,6,2,3,6,6,11,7,7,14,0,8,7,E
6,6,10,6,8,3,3,9,6,8,12,11,11,1,8,2,C
6,7,12,6,6,3,9,6,6,6,3,9,8,5,10,3,U
8,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,X
8,3,5,4,3,3,8,7,7,5,9,6,7,2,8,3,O
8,2,3,3,4,1,7,7,4,4,7,6,8,2,8,4,X
8,2,6,4,4,2,8,4,2,1,7,2,8,2,6,2,A
7,4,8,5,6,5,7,6,5,4,6,5,7,4,9,6,B
10,2,4,2,3,2,7,7,5,7,7,6,8,2,8,5,E
4,8,9,8,7,5,5,8,1,8,8,9,5,4,11,6,Y
6,6,11,8,9,6,6,6,7,5,5,6,12,5,7,5,G
7,7,11,7,6,3,7,6,3,4,13,8,8,3,8,4,S
11,4,8,4,6,2,3,7,8,2,7,6,11,4,8,2,K
8,4,3,4,5,1,1,0,6,6,0,1,4,0,8,0,L
8,2,0,2,1,1,8,7,7,6,7,6,8,2,8,3,O
8,2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,I
12,5,10,4,8,3,9,8,2,3,11,6,7,2,10,6,J
10,2,5,3,6,4,9,10,6,3,3,8,11,2,9,5,Q
7,3,6,5,4,3,8,7,4,9,6,6,6,3,8,6,X
7,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,K
10,3,2,3,3,3,7,7,5,7,7,5,9,2,8,5,E
5,9,11,6,15,6,5,11,3,3,12,8,6,3,9,11,Z
8,5,11,7,9,5,8,7,3,6,10,7,8,2,8,5,S
7,5,9,7,6,6,5,10,5,5,10,8,3,1,10,3,P
8,5,11,5,8,5,7,8,14,1,7,5,8,3,8,0,H
6,3,2,4,3,2,4,4,5,7,2,2,5,1,6,1,L
7,4,7,5,5,5,6,9,2,6,10,9,6,5,10,3,F
8,2,9,3,7,1,14,2,7,5,14,2,10,0,7,0,J
11,3,8,5,6,4,7,5,5,4,7,6,9,3,9,6,P
8,3,9,4,7,2,7,6,6,9,4,6,10,0,9,9,S
8,3,7,5,5,4,6,7,7,6,7,10,9,3,9,4,T
7,2,4,4,2,2,6,10,3,5,13,6,5,1,9,1,F
13,6,8,9,7,7,10,4,2,3,10,3,8,6,6,7,K
6,2,1,3,2,2,5,10,4,5,11,9,5,1,10,3,F
7,6,11,9,8,8,7,9,5,1,7,9,8,9,10,1,W
10,4,7,5,5,3,11,7,3,6,11,2,6,3,7,3,R
7,3,7,4,5,2,3,9,5,8,11,11,11,1,8,3,C
8,5,9,5,7,5,4,11,9,2,10,6,4,1,10,3,P
12,7,14,6,8,4,10,7,2,5,11,5,6,2,9,5,I
11,4,8,5,7,5,7,6,4,5,7,7,8,4,9,9,L
8,3,7,4,4,2,7,8,14,1,7,6,8,3,8,0,H
8,2,4,3,3,3,7,7,5,5,7,6,8,3,8,2,H
8,5,4,5,6,2,7,7,15,2,4,6,8,6,8,0,N
6,10,12,10,7,5,2,8,3,3,10,11,9,9,10,1,W
9,5,8,7,6,8,8,5,4,4,9,6,10,4,8,9,S
11,9,14,7,8,5,7,6,4,4,9,8,11,4,9,9,C
7,4,9,5,6,3,4,8,5,6,12,10,12,2,9,2,C
8,5,9,5,7,2,7,4,15,6,7,13,8,3,9,0,U
8,3,5,4,8,2,11,3,11,3,12,8,13,1,6,0,J
8,3,2,4,3,3,6,11,2,2,7,9,9,6,11,1,W
10,4,5,6,7,4,11,4,4,4,10,3,9,2,7,5,Z
10,2,5,3,4,2,6,8,7,7,8,8,14,1,9,4,C
9,4,6,5,4,4,8,5,6,5,7,6,7,2,9,7,P
10,1,0,1,0,0,6,9,7,3,7,4,8,2,6,4,R
8,5,10,4,5,3,6,7,6,3,9,7,9,5,10,5,O
10,2,2,3,3,2,8,8,5,2,5,7,10,2,9,5,Q
9,2,4,4,3,2,8,9,4,3,12,5,4,1,10,2,P
8,1,6,2,4,1,7,7,1,8,7,6,8,0,8,3,I
9,6,10,8,8,5,8,8,3,6,10,4,7,2,7,5,S
8,3,5,4,7,2,7,7,4,13,10,6,8,0,8,8,Z
11,4,10,5,8,4,3,6,7,4,7,7,12,3,8,3,K
7,3,6,4,4,2,5,5,1,9,6,2,10,0,7,2,L
7,4,6,5,5,5,7,8,2,4,7,6,8,2,7,7,X
8,8,10,11,7,9,5,7,3,5,9,9,9,9,7,3,M
8,5,9,4,4,3,8,6,4,2,9,6,8,3,9,8,G
7,4,7,6,5,5,7,7,6,3,7,6,10,4,8,7,G
8,4,4,5,6,3,5,7,10,9,7,6,5,3,8,4,D
8,2,1,3,1,0,7,9,4,2,7,13,8,2,10,0,V
8,6,8,9,11,11,8,11,3,4,6,8,9,5,13,11,Y
6,10,12,8,6,4,6,5,5,6,3,8,7,5,9,2,U
7,4,6,5,8,5,7,9,5,2,6,9,11,3,9,6,Q
8,4,9,4,6,3,6,8,6,10,7,7,10,1,9,8,Z
8,4,4,5,6,2,7,7,14,2,4,6,8,6,8,0,N
8,5,10,8,8,7,7,7,3,6,10,7,9,3,8,3,H
8,4,9,5,7,4,8,7,8,4,7,6,4,4,8,4,O
8,2,3,4,4,1,9,10,2,2,6,12,8,2,11,0,Y
8,1,3,3,2,2,7,8,2,4,10,6,6,2,8,4,B
8,3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,Z
9,4,7,6,5,6,8,8,7,3,8,5,6,4,7,7,R
8,3,8,4,6,2,7,6,6,10,5,7,10,0,9,9,S
11,5,9,7,6,8,8,8,5,2,6,6,9,7,8,6,G
8,8,15,6,8,4,5,7,6,3,10,7,9,5,9,5,O
8,3,11,5,8,4,8,11,2,3,5,10,8,3,12,1,V
8,6,10,6,8,3,2,11,4,4,11,12,8,2,10,1,V
6,3,8,4,6,4,6,9,3,6,10,9,5,2,10,3,F
5,5,11,7,8,5,5,3,6,8,2,2,4,1,6,1,L
6,5,9,6,7,4,4,8,5,7,9,8,9,3,9,2,U
8,1,3,2,2,1,7,4,2,7,7,2,9,0,7,2,L
5,7,10,7,8,5,8,6,8,6,10,5,9,5,9,6,O
7,5,10,7,8,6,7,7,8,5,7,6,5,4,8,3,D
8,5,9,5,6,2,7,7,15,0,7,6,8,3,8,0,H
5,4,8,6,6,5,10,6,6,4,6,7,5,7,5,2,M
8,3,7,4,5,3,7,8,7,7,8,5,6,2,8,9,S
8,4,6,4,4,2,2,12,3,3,11,11,8,2,11,1,V
7,8,14,7,8,4,9,10,6,4,7,10,5,6,13,4,V
8,10,15,9,8,5,6,9,4,4,9,8,5,5,12,3,V
9,7,11,9,8,9,9,7,4,6,9,5,6,3,8,6,B
5,10,14,8,8,4,7,8,3,10,13,6,6,2,9,5,T
11,3,8,4,5,2,5,11,8,3,7,3,8,3,7,6,R
8,6,10,7,8,6,8,5,9,5,5,5,5,5,8,5,O
8,4,6,6,4,3,6,7,3,8,7,6,11,0,8,4,I
6,6,8,7,7,8,6,7,2,5,8,7,10,4,10,8,X
8,2,2,3,3,2,7,9,4,1,7,8,10,2,9,4,Q
8,1,3,2,2,1,12,2,3,1,11,2,9,2,6,2,A
8,4,8,5,6,4,7,7,7,5,7,5,6,3,7,3,N
7,4,7,6,5,6,7,6,4,2,8,8,8,5,10,4,V
8,5,10,4,5,3,7,7,5,4,7,4,7,5,8,5,O
8,3,7,5,5,3,7,3,2,7,8,2,9,2,5,3,L
7,3,7,5,5,4,10,5,2,6,8,5,5,3,7,5,J
3,3,7,5,5,6,7,7,3,2,8,6,7,2,7,12,S
8,3,6,4,4,2,6,5,1,9,7,2,10,0,7,3,L
9,4,5,6,8,5,11,4,2,5,8,3,6,1,8,6,Z
7,3,7,5,5,4,8,8,5,5,9,6,4,3,8,3,D
7,6,10,6,8,3,5,9,7,8,13,9,7,2,11,2,C
9,1,3,3,1,1,6,7,2,6,11,6,9,2,8,3,E
8,5,10,6,8,4,8,7,13,2,6,9,8,8,6,0,M
9,4,9,7,7,3,12,2,4,2,11,1,9,3,7,3,A
7,3,10,5,7,4,7,7,3,8,6,6,8,3,8,7,X
8,4,10,5,8,3,7,7,4,15,9,6,8,0,8,8,Z
7,3,1,4,3,3,8,6,6,4,7,7,8,7,5,1,M
7,7,11,9,8,10,8,7,6,3,6,8,8,6,8,5,W
8,2,4,3,3,2,8,7,6,8,7,7,8,2,8,6,E
7,3,11,4,9,4,10,7,1,7,11,3,7,0,7,1,J
8,5,8,6,6,4,8,9,8,4,7,7,8,3,8,3,O
7,11,15,9,8,4,6,10,6,3,11,4,4,5,10,4,P
8,2,3,4,1,2,9,6,4,6,10,4,6,2,8,3,D
8,3,8,4,6,2,9,13,0,6,6,10,8,0,8,0,T
8,2,3,3,2,1,8,12,2,2,5,10,9,2,11,0,V
7,3,9,5,6,5,7,8,7,5,8,7,5,3,8,3,D
7,3,4,5,3,2,9,8,3,5,10,3,5,4,9,1,N
8,2,1,2,1,0,2,1,6,5,0,2,5,0,8,0,L
6,4,8,6,6,8,9,8,5,4,7,6,6,4,8,8,D
7,2,5,4,4,2,7,7,0,8,14,6,8,0,8,1,I
9,3,7,6,5,2,9,10,2,7,3,12,8,2,11,2,Y
8,1,3,3,2,1,5,10,2,5,13,7,5,1,9,1,F
8,4,4,5,6,2,7,7,4,15,9,6,8,0,8,8,Z
8,4,6,4,7,4,7,9,5,3,7,9,11,3,9,7,Q
9,5,9,5,4,4,9,7,3,5,9,5,7,6,6,7,B
8,3,3,5,2,2,8,7,1,8,11,5,8,2,8,3,X
8,3,8,5,6,2,5,8,7,8,10,10,9,3,9,1,U
10,3,4,5,2,3,9,8,3,5,9,4,6,2,6,4,R
8,6,8,6,9,8,8,7,6,3,8,8,10,3,8,6,Q
8,3,5,4,5,4,7,6,2,5,7,6,9,2,11,7,X
8,4,8,5,6,2,7,7,4,15,9,6,8,0,8,8,Z
8,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,N
8,4,8,5,6,2,7,6,6,9,5,6,10,0,9,9,S
7,3,3,4,2,2,7,7,6,7,7,6,5,2,8,3,D
8,2,3,4,2,2,8,8,2,7,10,5,7,1,9,4,S
7,6,11,6,8,4,3,11,1,2,9,10,8,4,11,1,V
8,2,5,4,3,2,11,6,2,7,12,3,7,0,7,1,J
11,4,10,4,8,4,3,7,6,3,6,5,11,3,8,2,K
8,2,1,2,1,2,8,8,6,6,7,6,8,3,8,3,H
8,2,6,2,4,0,0,2,5,6,0,0,7,0,8,0,L
7,3,10,4,7,4,8,6,8,6,7,8,10,2,10,9,S
9,3,6,4,5,3,8,7,7,5,6,7,9,2,8,4,Q
7,9,15,7,8,4,8,2,3,2,8,4,12,5,5,5,A
8,3,7,3,5,3,5,11,8,2,9,7,5,1,10,3,P
7,4,7,6,5,5,7,8,5,5,9,7,6,3,7,6,B
8,2,6,3,4,1,9,7,1,6,14,4,8,0,7,0,J
9,7,9,9,8,10,7,8,6,3,7,7,8,9,11,8,G
8,4,3,4,4,2,4,14,7,1,11,6,3,1,10,4,P
6,2,4,3,3,2,5,10,4,5,10,9,5,1,10,3,F
8,4,7,4,5,2,2,11,3,3,11,11,8,2,11,0,V
8,3,10,4,7,2,7,7,0,8,14,6,8,0,8,1,I
8,4,8,4,6,3,7,6,11,4,7,13,8,3,9,0,U
8,1,0,1,0,0,2,2,5,4,1,2,5,0,8,0,L
4,4,7,5,5,2,5,12,4,6,12,9,3,1,10,3,F
11,5,4,5,7,3,5,10,9,3,7,5,8,3,8,6,R
8,4,8,6,6,7,8,5,5,2,8,8,8,7,9,4,V
10,4,9,6,7,6,8,7,7,3,8,5,7,4,7,7,R
5,7,11,8,6,5,4,7,2,3,8,10,8,10,10,2,W
7,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,E
8,1,0,2,1,0,7,6,10,4,7,12,8,3,10,0,U
10,2,4,3,2,1,6,8,7,8,8,8,13,1,9,4,C
8,4,9,6,6,7,7,8,6,7,7,5,8,3,8,3,H
7,3,5,4,4,3,7,7,7,4,9,5,7,2,8,3,O
7,1,3,2,2,1,10,6,2,6,12,4,8,0,7,1,J
8,4,8,4,6,3,8,7,12,1,6,9,8,8,6,0,M
6,6,9,8,7,3,4,14,3,5,13,7,2,1,10,2,F
9,8,12,5,6,3,8,6,5,7,11,6,9,2,10,8,E
9,4,7,6,5,4,7,7,3,6,10,5,9,3,8,3,H
8,7,14,5,8,5,6,6,4,4,10,9,12,4,9,9,C
8,5,11,6,8,2,7,7,5,4,7,6,8,3,8,4,X
7,3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,P
6,4,4,5,3,4,9,6,6,4,6,7,5,9,5,3,M
8,2,5,4,3,2,7,7,1,8,10,6,9,2,8,4,E
8,5,8,7,6,5,8,7,2,9,11,5,8,1,7,6,Z
7,2,7,4,5,4,10,7,2,4,8,5,5,3,9,5,I
9,5,12,5,6,3,9,3,3,5,11,4,11,2,8,5,L
6,4,8,6,7,5,7,6,5,5,9,5,8,3,6,5,O
8,6,6,6,8,3,3,14,8,1,11,6,3,1,10,4,P
6,2,5,4,4,3,9,8,3,4,6,7,8,4,8,4,A
7,12,13,12,7,5,2,10,3,3,10,12,8,9,10,0,W
8,3,5,3,3,2,8,7,7,5,8,6,8,2,9,9,S
6,8,11,8,8,5,3,12,2,3,9,11,8,6,11,3,V
4,6,12,5,6,3,4,9,4,2,10,9,6,3,9,3,Y
11,3,6,3,4,3,6,9,7,3,7,5,8,2,7,5,R
7,3,3,4,2,2,7,7,6,6,7,6,5,5,8,3,D
8,3,7,4,5,2,8,7,4,4,7,6,8,2,8,4,X
6,6,10,6,7,4,9,6,8,6,10,3,8,4,8,4,O
8,4,10,6,8,3,8,9,4,2,6,13,8,3,10,0,V
8,2,2,3,4,2,7,7,5,9,6,6,8,2,8,7,Z
5,4,6,5,4,3,6,9,3,7,10,7,7,2,7,4,S
8,3,5,5,4,2,8,9,4,4,11,4,3,1,10,3,P
8,3,5,5,8,2,7,8,4,3,7,14,8,3,9,0,V
10,4,9,5,7,6,7,7,9,5,7,5,6,2,8,8,B
11,5,10,6,7,2,4,7,9,2,7,6,12,3,8,3,K
7,7,15,6,8,3,7,4,5,5,8,2,7,4,6,6,S
8,3,6,3,4,1,7,8,14,1,7,5,8,3,8,0,H
5,5,8,5,6,3,3,10,2,7,11,11,6,1,11,2,Y
11,5,8,7,6,8,8,7,5,1,7,6,8,9,9,6,O
8,3,7,6,5,4,12,3,2,2,9,2,8,4,5,2,A
4,8,14,6,8,4,7,8,4,4,9,8,5,4,10,4,Y
7,4,8,5,6,5,7,7,5,7,7,6,5,6,8,3,D
8,2,4,4,3,2,6,10,3,4,12,5,3,1,10,2,P
6,9,12,9,7,4,6,10,1,3,7,10,7,8,12,1,W
8,5,6,5,8,3,3,14,8,1,11,7,2,0,10,4,P
6,4,6,6,4,3,3,8,3,7,11,11,11,3,8,3,K
8,3,9,4,7,1,13,2,9,4,14,5,13,1,6,0,J
8,0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,J
7,2,1,3,3,1,6,12,3,6,8,11,7,1,11,1,T
8,1,0,1,0,0,8,7,9,3,7,11,8,2,10,0,U
7,4,9,4,6,3,7,10,3,11,8,6,7,0,8,7,Z
11,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,R
4,6,8,7,6,5,4,8,5,7,9,8,10,5,8,3,U
9,4,6,6,4,3,10,7,1,8,10,2,6,3,8,3,X
8,3,6,4,4,0,8,10,3,2,6,13,8,1,11,0,Y
4,6,7,8,6,8,8,7,4,4,7,6,8,7,9,8,V
8,3,5,4,7,2,7,7,4,14,10,6,8,0,8,8,Z
6,2,3,3,2,1,5,8,5,6,10,9,9,3,9,2,U
11,5,11,6,8,4,6,9,10,5,6,5,8,3,8,6,R
11,6,9,6,4,3,11,0,4,1,11,5,13,4,5,4,A
7,2,1,2,3,2,5,9,4,4,9,8,5,1,10,3,P
8,1,3,2,2,1,11,6,1,6,11,3,7,0,7,0,J
9,5,7,6,5,4,9,6,3,7,10,6,9,2,10,5,S
8,4,4,4,6,2,7,7,14,2,4,6,8,6,8,0,N
10,5,10,3,14,4,10,7,2,4,10,5,6,3,8,6,J
7,3,6,5,4,1,7,5,3,1,6,1,8,2,7,2,A
7,4,9,4,7,4,7,8,3,12,9,6,8,0,8,7,Z
9,3,2,4,4,3,6,6,6,6,6,6,10,2,9,4,G
8,0,0,1,0,0,12,4,5,3,12,5,11,0,7,0,J
8,4,7,4,5,3,7,6,12,4,7,12,8,3,9,0,U
6,4,7,6,5,4,6,9,2,9,11,8,6,1,8,6,Z
8,3,1,3,2,1,8,8,4,0,7,8,8,7,10,0,W
9,4,7,6,5,5,7,8,5,5,7,6,8,6,7,5,H
6,2,6,4,4,5,7,9,5,2,7,6,7,5,6,6,H
9,5,10,7,8,7,8,8,4,5,7,6,7,7,7,6,B
6,4,6,6,6,5,5,8,4,8,8,8,9,3,9,7,T
8,1,0,2,0,0,7,4,2,0,7,2,8,1,7,1,A
5,5,7,5,5,2,3,11,3,6,12,11,5,0,10,2,Y
10,2,4,3,3,1,6,8,7,7,9,7,12,1,10,4,C
6,5,9,5,7,3,3,11,3,6,11,12,6,1,11,2,Y
10,2,3,2,2,1,7,7,5,7,7,5,8,2,8,5,E
8,3,4,5,3,3,8,6,2,4,8,5,7,8,7,2,M
8,2,1,2,1,0,8,15,1,4,6,10,8,0,8,0,T
9,6,10,9,8,7,6,6,7,6,7,8,11,9,6,2,M
8,4,6,6,4,4,11,7,2,4,9,3,6,7,6,2,M
8,5,11,6,8,2,8,5,14,5,6,14,9,3,9,0,U
8,8,10,11,8,8,9,6,2,5,9,6,7,8,6,2,M
9,3,4,4,3,2,7,6,6,6,6,6,10,2,9,4,G
8,6,13,4,7,4,6,7,6,3,10,7,9,5,9,5,O
9,2,4,3,3,1,11,3,3,2,11,2,9,1,6,2,A
3,5,8,7,6,5,8,6,9,6,7,7,8,4,5,6,J
8,3,5,6,4,4,7,7,2,4,9,7,8,7,5,1,M
8,3,7,5,5,3,8,7,2,9,11,5,7,1,7,6,Z
9,4,9,6,7,5,7,7,7,4,8,6,8,3,9,7,P
7,4,9,5,7,3,5,8,6,8,12,9,13,2,10,3,C
10,6,9,6,5,3,12,3,5,2,12,3,10,5,3,3,A
7,4,6,6,4,3,6,8,2,9,11,8,9,2,8,4,E
12,6,11,7,8,7,6,6,9,5,6,6,8,3,7,5,L
10,2,1,2,2,2,7,7,4,4,6,6,6,2,8,4,B
8,2,4,3,3,1,7,11,2,7,6,11,8,1,10,1,T
6,3,11,4,8,2,1,13,5,4,12,10,7,0,8,3,F
9,4,8,6,6,8,7,6,5,3,6,6,8,7,7,9,H
7,5,9,5,6,3,2,12,4,3,11,12,8,3,10,1,V
4,4,6,5,5,6,8,7,5,4,7,6,9,6,8,8,V
8,6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,O
5,8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,U
6,7,11,9,8,6,6,9,3,10,12,8,6,1,8,6,Z
9,5,10,7,8,6,8,7,3,5,6,7,6,4,10,10,X
11,4,8,5,7,5,8,5,5,5,7,7,8,3,8,7,L
8,2,3,3,2,1,7,4,1,8,8,2,10,0,7,2,L
7,6,11,8,8,6,4,7,2,7,10,10,12,3,8,4,K
6,2,4,3,3,2,7,8,5,4,7,6,6,5,9,2,N
4,3,4,4,2,2,4,11,2,7,11,10,5,1,10,2,Y
8,3,6,5,4,6,8,6,5,4,7,7,8,7,9,7,B
5,4,8,6,6,3,4,8,3,7,11,11,11,3,8,4,K
11,6,11,8,8,8,8,7,7,7,7,6,6,3,8,8,B
6,2,5,4,6,4,9,6,5,4,7,3,6,2,7,7,Z
5,5,11,6,8,5,4,4,4,8,2,1,6,1,6,1,L
8,5,8,6,6,4,7,8,3,7,10,5,7,2,8,5,S
8,2,4,3,6,1,0,1,5,6,0,0,7,0,8,0,L
8,4,11,5,8,4,7,7,12,2,7,9,8,8,6,0,M
9,3,6,4,4,2,6,7,5,6,11,8,12,1,9,3,C
6,3,9,5,7,8,10,7,5,5,7,5,6,4,6,10,D
8,2,2,3,3,2,8,7,5,9,6,6,7,2,8,7,Z
